DATAFLOW,LAST UPDATE,freq,unit,s_adj,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1996-Q3,110963.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1996-Q4,115295.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1997-Q1,122686.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1997-Q2,128529.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1997-Q3,133338.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1997-Q4,137990.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1998-Q1,145218.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1998-Q2,149264.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1998-Q3,154008.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1998-Q4,157445.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1999-Q1,158523.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1999-Q2,164524.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1999-Q3,170961.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,1999-Q4,180039.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2000-Q1,181734.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2000-Q2,186338.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2000-Q3,189882.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2000-Q4,193094.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2001-Q1,193337.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2001-Q2,196277.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2001-Q3,197851.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2001-Q4,198797.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2002-Q1,202697.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2002-Q2,202547.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2002-Q3,204973.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2002-Q4,205467.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2003-Q1,206897.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2003-Q2,211593.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2003-Q3,213972.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2003-Q4,217654.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2004-Q1,226880.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2004-Q2,230716.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2004-Q3,235315.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2004-Q4,243194.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2005-Q1,242864.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2005-Q2,247859.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2005-Q3,250832.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2005-Q4,251501.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2006-Q1,258178.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2006-Q2,263327.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2006-Q3,271893.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2006-Q4,278824.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2007-Q1,286002.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2007-Q2,293391.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2007-Q3,299398.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2007-Q4,309575.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2008-Q1,316424.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2008-Q2,320224.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2008-Q3,324236.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2008-Q4,328588.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2009-Q1,337662.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2009-Q2,339637.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2009-Q3,345708.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2009-Q4,350143.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2010-Q1,349235.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2010-Q2,358040.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2010-Q3,363650.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2010-Q4,368566.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2011-Q1,380144.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2011-Q2,385901.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2011-Q3,393191.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2011-Q4,401715.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2012-Q1,402659.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2012-Q2,406213.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2012-Q3,407410.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2012-Q4,404877.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2013-Q1,402811.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2013-Q2,407445.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2013-Q3,409703.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2013-Q4,417404.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2014-Q1,422626.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2014-Q2,425596.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2014-Q3,431593.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2014-Q4,429836.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2015-Q1,441666.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2015-Q2,447521.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2015-Q3,452997.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2015-Q4,464306.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2016-Q1,457987.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2016-Q2,464396.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2016-Q3,467604.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2016-Q4,476584.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2017-Q1,488393.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2017-Q2,494892.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2017-Q3,503028.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2017-Q4,510107.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2018-Q1,521950.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2018-Q2,530087.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2018-Q3,541014.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2018-Q4,552642.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2019-Q1,563273.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2019-Q2,576829.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2019-Q3,578836.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2019-Q4,592387.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2020-Q1,598822.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2020-Q2,554577.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2020-Q3,594919.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2020-Q4,612699.7,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2021-Q1,635685.6,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2021-Q2,652806.8,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2021-Q3,674156.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2021-Q4,697979.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2022-Q1,731072.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2022-Q2,759657.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2022-Q3,791583.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2022-Q4,813478.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2023-Q1,837353.5,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2023-Q2,849062.2,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2023-Q3,857265.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2023-Q4,868596.1,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2024-Q1,885377.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2024-Q2,902569.3,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2024-Q3,918275.9,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2024-Q4,939912.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2025-Q1,945722.4,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2025-Q2,962435.0,,
ESTAT:NAMQ_10_GDP(1.0),20/02/26 23:00:00,Quarterly,"Current prices, million units of national currency",Seasonally and calendar adjusted data,Gross domestic product at market prices,Poland,2025-Q3,976637.9,,
